(2025-01-08 07:09:03,665) | root| INFO | => ----------------------the user open the app-------------------------------------
(2025-01-08 07:25:34,979) | root| INFO | => here in the widget number : 1
(2025-01-08 07:25:34,984) | root| INFO | => here in the widget number : 0
(2025-01-08 07:25:34,984) | root| INFO | => here in the widget number : 1
(2025-01-08 07:25:34,986) | root| INFO | => here in the widget number : 0
(2025-01-08 07:25:34,987) | root| INFO | => here in the widget number : 1
(2025-01-08 07:25:34,991) | root| INFO | => here in the widget number : 0
(2025-01-08 07:25:34,991) | root| INFO | => here in the widget number : 1
(2025-01-08 07:25:34,994) | root| INFO | => here in the widget number : 0
(2025-01-08 07:25:34,995) | root| INFO | => here in the widget number : 1
(2025-01-08 07:25:34,999) | root| INFO | => here in the widget number : 0
(2025-01-08 07:25:34,999) | root| INFO | => here in the widget number : 1
(2025-01-08 07:25:35,003) | root| INFO | => here in the widget number : 0
(2025-01-08 07:25:35,003) | root| INFO | => here in the widget number : 1
(2025-01-08 07:25:35,004) | root| INFO | => here in the widget number : 0
(2025-01-08 07:25:35,004) | root| INFO | => here in the widget number : 1
(2025-01-08 07:25:35,009) | root| INFO | => here in the widget number : 0
(2025-01-08 07:25:35,010) | root| INFO | => here in the widget number : 1
(2025-01-08 07:25:35,013) | root| INFO | => here in the widget number : 0
(2025-01-08 07:25:35,013) | root| INFO | => here in the widget number : 1
(2025-01-08 07:25:35,028) | root| INFO | => here in the widget number : 0
(2025-01-08 07:25:35,028) | root| INFO | => here in the widget number : 1
(2025-01-08 07:25:35,030) | root| INFO | => here in the widget number : 0
(2025-01-08 07:25:35,030) | root| INFO | => here in the widget number : 1
(2025-01-08 07:25:35,044) | root| INFO | => here in the widget number : 0
(2025-01-08 07:25:35,044) | root| INFO | => here in the widget number : 1
(2025-01-08 07:25:35,047) | root| INFO | => here in the widget number : 0
(2025-01-08 07:25:35,047) | root| INFO | => here in the widget number : 1
(2025-01-08 07:25:35,068) | root| INFO | => here in the widget number : 0
(2025-01-08 07:25:35,068) | root| INFO | => here in the widget number : 1
(2025-01-08 07:25:35,070) | root| INFO | => here in the widget number : 0
(2025-01-08 07:25:35,070) | root| INFO | => here in the widget number : 1
(2025-01-08 07:25:35,077) | root| INFO | => here in the widget number : 0
(2025-01-08 07:25:35,077) | root| INFO | => here in the widget number : 1
(2025-01-08 07:25:35,079) | root| INFO | => here in the widget number : 0
(2025-01-08 07:25:35,079) | root| INFO | => here in the widget number : 1
(2025-01-08 07:25:35,085) | root| INFO | => here in the widget number : 0
(2025-01-08 07:25:35,085) | root| INFO | => here in the widget number : 1
(2025-01-08 07:25:35,089) | root| INFO | => here in the widget number : 0
(2025-01-08 07:25:35,089) | root| INFO | => here in the widget number : 1
(2025-01-08 07:25:35,107) | root| INFO | => here in the widget number : 0
(2025-01-08 07:25:35,108) | root| INFO | => here in the widget number : 1
(2025-01-08 07:25:35,110) | root| INFO | => here in the widget number : 0
(2025-01-08 07:25:35,111) | root| INFO | => here in the widget number : 1
(2025-01-08 07:25:35,126) | root| INFO | => here in the widget number : 0
(2025-01-08 07:25:35,126) | root| INFO | => here in the widget number : 1
(2025-01-08 07:25:35,129) | root| INFO | => here in the widget number : 0
(2025-01-08 07:25:35,129) | root| INFO | => here in the widget number : 1
(2025-01-08 07:25:35,147) | root| INFO | => here in the widget number : 0
(2025-01-08 07:25:35,147) | root| INFO | => here in the widget number : 1
(2025-01-08 07:25:35,152) | root| INFO | => here in the widget number : 0
(2025-01-08 07:25:35,152) | root| INFO | => here in the widget number : 1
(2025-01-08 07:25:35,154) | root| INFO | => here in the widget number : 0
(2025-01-08 07:25:35,154) | root| INFO | => here in the widget number : 1
(2025-01-08 07:25:35,155) | root| INFO | => here in the widget number : 0
(2025-01-08 07:25:35,155) | root| INFO | => here in the widget number : 1
(2025-01-08 07:25:35,159) | root| INFO | => here in the widget number : 0
(2025-01-08 07:25:35,160) | root| INFO | => here in the widget number : 1
(2025-01-08 07:25:35,161) | root| INFO | => here in the widget number : 0
(2025-01-08 07:25:35,161) | root| INFO | => here in the widget number : 1
(2025-01-08 07:25:35,167) | root| INFO | => here in the widget number : 0
(2025-01-08 07:25:35,168) | root| INFO | => here in the widget number : 1
(2025-01-08 07:25:35,170) | root| INFO | => here in the widget number : 0
(2025-01-08 07:25:35,170) | root| INFO | => here in the widget number : 1
(2025-01-08 07:25:35,173) | root| INFO | => here in the widget number : 0
(2025-01-08 07:25:35,173) | root| INFO | => here in the widget number : 1
(2025-01-08 07:25:35,180) | root| INFO | => here in the widget number : 0
(2025-01-08 07:25:35,180) | root| INFO | => here in the widget number : 1
(2025-01-08 07:25:35,183) | root| INFO | => here in the widget number : 0
(2025-01-08 07:25:35,183) | root| INFO | => here in the widget number : 1
(2025-01-08 07:25:35,184) | root| INFO | => here in the widget number : 0
(2025-01-08 07:25:35,184) | root| INFO | => here in the widget number : 1
(2025-01-08 07:25:35,188) | root| INFO | => here in the widget number : 0
(2025-01-08 07:25:35,188) | root| INFO | => here in the widget number : 1
(2025-01-08 07:25:35,191) | root| INFO | => here in the widget number : 0
(2025-01-08 07:25:35,191) | root| INFO | => here in the widget number : 1
(2025-01-08 07:25:35,195) | root| INFO | => here in the widget number : 0
(2025-01-08 07:25:35,195) | root| INFO | => here in the widget number : 1
(2025-01-08 07:25:35,200) | root| INFO | => here in the widget number : 0
(2025-01-08 07:25:35,200) | root| INFO | => here in the widget number : 1
(2025-01-08 07:25:35,202) | root| INFO | => here in the widget number : 0
(2025-01-08 07:25:35,202) | root| INFO | => here in the widget number : 1
(2025-01-08 07:25:35,210) | root| INFO | => here in the widget number : 0
(2025-01-08 07:25:35,211) | root| INFO | => here in the widget number : 1
(2025-01-08 07:25:35,213) | root| INFO | => here in the widget number : 0
(2025-01-08 07:25:35,213) | root| INFO | => here in the widget number : 1
(2025-01-08 07:25:35,219) | root| INFO | => here in the widget number : 0
(2025-01-08 07:25:35,220) | root| INFO | => here in the widget number : 1
(2025-01-08 07:25:35,445) | root| INFO | => here in the widget number : 0
(2025-01-08 07:25:35,445) | root| INFO | => here in the widget number : 1
(2025-01-08 07:25:35,450) | root| INFO | => The Selected Mode is OutsideRegion and selected widget is output_widget_2
(2025-01-08 07:25:35,477) | root| INFO | => Calculated FFT inverse Correctly and update the output widget
(2025-01-08 07:25:36,674) | root| INFO | => here in the widget number : 0
(2025-01-08 07:25:36,674) | root| INFO | => here in the widget number : 1
(2025-01-08 07:25:36,684) | root| INFO | => here in the widget number : 0
(2025-01-08 07:25:36,684) | root| INFO | => here in the widget number : 1
(2025-01-08 07:25:36,691) | root| INFO | => here in the widget number : 0
(2025-01-08 07:25:36,691) | root| INFO | => here in the widget number : 1
(2025-01-08 07:25:36,696) | root| INFO | => here in the widget number : 0
(2025-01-08 07:25:36,699) | root| INFO | => here in the widget number : 1
(2025-01-08 07:25:36,702) | root| INFO | => here in the widget number : 0
(2025-01-08 07:25:36,702) | root| INFO | => here in the widget number : 1
(2025-01-08 07:25:36,705) | root| INFO | => here in the widget number : 0
(2025-01-08 07:25:36,705) | root| INFO | => here in the widget number : 1
(2025-01-08 07:25:36,708) | root| INFO | => here in the widget number : 0
(2025-01-08 07:25:36,708) | root| INFO | => here in the widget number : 1
(2025-01-08 07:25:36,714) | root| INFO | => here in the widget number : 0
(2025-01-08 07:25:36,714) | root| INFO | => here in the widget number : 1
(2025-01-08 07:25:36,717) | root| INFO | => here in the widget number : 0
(2025-01-08 07:25:36,718) | root| INFO | => here in the widget number : 1
(2025-01-08 07:25:36,720) | root| INFO | => here in the widget number : 0
(2025-01-08 07:25:36,720) | root| INFO | => here in the widget number : 1
(2025-01-08 07:25:36,723) | root| INFO | => here in the widget number : 0
(2025-01-08 07:25:36,723) | root| INFO | => here in the widget number : 1
(2025-01-08 07:25:36,732) | root| INFO | => here in the widget number : 0
(2025-01-08 07:25:36,732) | root| INFO | => here in the widget number : 1
(2025-01-08 07:25:36,733) | root| INFO | => here in the widget number : 0
(2025-01-08 07:25:36,733) | root| INFO | => here in the widget number : 1
(2025-01-08 07:25:36,735) | root| INFO | => here in the widget number : 0
(2025-01-08 07:25:36,735) | root| INFO | => here in the widget number : 1
(2025-01-08 07:25:36,738) | root| INFO | => here in the widget number : 0
(2025-01-08 07:25:36,738) | root| INFO | => here in the widget number : 1
(2025-01-08 07:25:36,739) | root| INFO | => here in the widget number : 0
(2025-01-08 07:25:36,739) | root| INFO | => here in the widget number : 1
(2025-01-08 07:25:36,743) | root| INFO | => here in the widget number : 0
(2025-01-08 07:25:36,743) | root| INFO | => here in the widget number : 1
(2025-01-08 07:25:36,745) | root| INFO | => here in the widget number : 0
(2025-01-08 07:25:36,746) | root| INFO | => here in the widget number : 1
(2025-01-08 07:25:36,750) | root| INFO | => here in the widget number : 0
(2025-01-08 07:25:36,750) | root| INFO | => here in the widget number : 1
(2025-01-08 07:25:36,753) | root| INFO | => here in the widget number : 0
(2025-01-08 07:25:36,753) | root| INFO | => here in the widget number : 1
(2025-01-08 07:25:36,757) | root| INFO | => here in the widget number : 0
(2025-01-08 07:25:36,757) | root| INFO | => here in the widget number : 1
(2025-01-08 07:25:36,759) | root| INFO | => here in the widget number : 0
(2025-01-08 07:25:36,759) | root| INFO | => here in the widget number : 1
(2025-01-08 07:25:36,762) | root| INFO | => here in the widget number : 0
(2025-01-08 07:25:36,762) | root| INFO | => here in the widget number : 1
(2025-01-08 07:25:36,769) | root| INFO | => here in the widget number : 0
(2025-01-08 07:25:36,769) | root| INFO | => here in the widget number : 1
(2025-01-08 07:25:36,774) | root| INFO | => here in the widget number : 0
(2025-01-08 07:25:36,775) | root| INFO | => here in the widget number : 1
(2025-01-08 07:25:36,779) | root| INFO | => here in the widget number : 0
(2025-01-08 07:25:36,779) | root| INFO | => here in the widget number : 1
(2025-01-08 07:25:36,782) | root| INFO | => here in the widget number : 0
(2025-01-08 07:25:36,782) | root| INFO | => here in the widget number : 1
(2025-01-08 07:25:36,785) | root| INFO | => here in the widget number : 0
(2025-01-08 07:25:36,785) | root| INFO | => here in the widget number : 1
(2025-01-08 07:25:36,791) | root| INFO | => here in the widget number : 0
(2025-01-08 07:25:36,791) | root| INFO | => here in the widget number : 1
(2025-01-08 07:25:36,798) | root| INFO | => here in the widget number : 0
(2025-01-08 07:25:36,798) | root| INFO | => here in the widget number : 1
(2025-01-08 07:25:36,804) | root| INFO | => here in the widget number : 0
(2025-01-08 07:25:36,804) | root| INFO | => here in the widget number : 1
(2025-01-08 07:25:36,807) | root| INFO | => here in the widget number : 0
(2025-01-08 07:25:36,807) | root| INFO | => here in the widget number : 1
(2025-01-08 07:25:36,810) | root| INFO | => here in the widget number : 0
(2025-01-08 07:25:36,810) | root| INFO | => here in the widget number : 1
(2025-01-08 07:25:36,812) | root| INFO | => here in the widget number : 0
(2025-01-08 07:25:36,812) | root| INFO | => here in the widget number : 1
(2025-01-08 07:25:36,820) | root| INFO | => here in the widget number : 0
(2025-01-08 07:25:36,820) | root| INFO | => here in the widget number : 1
(2025-01-08 07:25:36,826) | root| INFO | => here in the widget number : 0
(2025-01-08 07:25:36,826) | root| INFO | => here in the widget number : 1
(2025-01-08 07:25:36,828) | root| INFO | => here in the widget number : 0
(2025-01-08 07:25:36,828) | root| INFO | => here in the widget number : 1
(2025-01-08 07:25:36,834) | root| INFO | => here in the widget number : 0
(2025-01-08 07:25:36,834) | root| INFO | => here in the widget number : 1
(2025-01-08 07:25:36,838) | root| INFO | => here in the widget number : 0
(2025-01-08 07:25:36,838) | root| INFO | => here in the widget number : 1
(2025-01-08 07:25:36,840) | root| INFO | => here in the widget number : 0
(2025-01-08 07:25:36,841) | root| INFO | => here in the widget number : 1
(2025-01-08 07:25:36,843) | root| INFO | => here in the widget number : 0
(2025-01-08 07:25:36,843) | root| INFO | => here in the widget number : 1
(2025-01-08 07:25:36,861) | root| INFO | => here in the widget number : 0
(2025-01-08 07:25:36,861) | root| INFO | => here in the widget number : 1
(2025-01-08 07:25:36,870) | root| INFO | => here in the widget number : 0
(2025-01-08 07:25:36,870) | root| INFO | => here in the widget number : 1
(2025-01-08 07:25:36,880) | root| INFO | => here in the widget number : 0
(2025-01-08 07:25:36,880) | root| INFO | => here in the widget number : 1
(2025-01-08 07:25:36,893) | root| INFO | => here in the widget number : 0
(2025-01-08 07:25:36,894) | root| INFO | => here in the widget number : 1
(2025-01-08 07:25:36,930) | root| INFO | => here in the widget number : 0
(2025-01-08 07:25:36,930) | root| INFO | => here in the widget number : 1
(2025-01-08 07:25:36,952) | root| INFO | => here in the widget number : 0
(2025-01-08 07:25:36,953) | root| INFO | => here in the widget number : 1
(2025-01-08 07:25:36,968) | root| INFO | => here in the widget number : 0
(2025-01-08 07:25:36,968) | root| INFO | => here in the widget number : 1
(2025-01-08 07:25:37,011) | root| INFO | => here in the widget number : 0
(2025-01-08 07:25:37,011) | root| INFO | => here in the widget number : 1
(2025-01-08 07:25:37,197) | root| INFO | => here in the widget number : 0
(2025-01-08 07:25:37,197) | root| INFO | => here in the widget number : 1
(2025-01-08 07:25:37,199) | root| INFO | => The Selected Mode is OutsideRegion and selected widget is output_widget_2
(2025-01-08 07:25:37,225) | root| INFO | => Calculated FFT inverse Correctly and update the output widget
(2025-01-08 07:25:44,117) | root| INFO | => The Selected Mode is InsideRegion and selected widget is output_widget_2
(2025-01-08 07:25:44,140) | root| INFO | => Calculated FFT inverse Correctly and update the output widget
(2025-01-08 07:25:45,420) | root| INFO | => here in the widget number : 0
(2025-01-08 07:25:45,421) | root| INFO | => here in the widget number : 1
(2025-01-08 07:25:45,424) | root| INFO | => here in the widget number : 0
(2025-01-08 07:25:45,424) | root| INFO | => here in the widget number : 1
(2025-01-08 07:25:45,427) | root| INFO | => here in the widget number : 0
(2025-01-08 07:25:45,427) | root| INFO | => here in the widget number : 1
(2025-01-08 07:25:45,430) | root| INFO | => here in the widget number : 0
(2025-01-08 07:25:45,430) | root| INFO | => here in the widget number : 1
(2025-01-08 07:25:45,436) | root| INFO | => here in the widget number : 0
(2025-01-08 07:25:45,436) | root| INFO | => here in the widget number : 1
(2025-01-08 07:25:45,439) | root| INFO | => here in the widget number : 0
(2025-01-08 07:25:45,439) | root| INFO | => here in the widget number : 1
(2025-01-08 07:25:45,441) | root| INFO | => here in the widget number : 0
(2025-01-08 07:25:45,442) | root| INFO | => here in the widget number : 1
(2025-01-08 07:25:45,450) | root| INFO | => here in the widget number : 0
(2025-01-08 07:25:45,450) | root| INFO | => here in the widget number : 1
(2025-01-08 07:25:45,453) | root| INFO | => here in the widget number : 0
(2025-01-08 07:25:45,454) | root| INFO | => here in the widget number : 1
(2025-01-08 07:25:45,456) | root| INFO | => here in the widget number : 0
(2025-01-08 07:25:45,456) | root| INFO | => here in the widget number : 1
(2025-01-08 07:25:45,463) | root| INFO | => here in the widget number : 0
(2025-01-08 07:25:45,464) | root| INFO | => here in the widget number : 1
(2025-01-08 07:25:45,465) | root| INFO | => here in the widget number : 0
(2025-01-08 07:25:45,466) | root| INFO | => here in the widget number : 1
(2025-01-08 07:25:45,469) | root| INFO | => here in the widget number : 0
(2025-01-08 07:25:45,469) | root| INFO | => here in the widget number : 1
(2025-01-08 07:25:45,473) | root| INFO | => here in the widget number : 0
(2025-01-08 07:25:45,473) | root| INFO | => here in the widget number : 1
(2025-01-08 07:25:45,476) | root| INFO | => here in the widget number : 0
(2025-01-08 07:25:45,476) | root| INFO | => here in the widget number : 1
(2025-01-08 07:25:45,479) | root| INFO | => here in the widget number : 0
(2025-01-08 07:25:45,479) | root| INFO | => here in the widget number : 1
(2025-01-08 07:25:45,481) | root| INFO | => here in the widget number : 0
(2025-01-08 07:25:45,481) | root| INFO | => here in the widget number : 1
(2025-01-08 07:25:45,482) | root| INFO | => here in the widget number : 0
(2025-01-08 07:25:45,482) | root| INFO | => here in the widget number : 1
(2025-01-08 07:25:45,484) | root| INFO | => here in the widget number : 0
(2025-01-08 07:25:45,485) | root| INFO | => here in the widget number : 1
(2025-01-08 07:25:45,488) | root| INFO | => here in the widget number : 0
(2025-01-08 07:25:45,488) | root| INFO | => here in the widget number : 1
(2025-01-08 07:25:45,490) | root| INFO | => here in the widget number : 0
(2025-01-08 07:25:45,490) | root| INFO | => here in the widget number : 1
(2025-01-08 07:25:45,493) | root| INFO | => here in the widget number : 0
(2025-01-08 07:25:45,494) | root| INFO | => here in the widget number : 1
(2025-01-08 07:25:45,495) | root| INFO | => here in the widget number : 0
(2025-01-08 07:25:45,495) | root| INFO | => here in the widget number : 1
(2025-01-08 07:25:45,497) | root| INFO | => here in the widget number : 0
(2025-01-08 07:25:45,497) | root| INFO | => here in the widget number : 1
(2025-01-08 07:25:45,499) | root| INFO | => here in the widget number : 0
(2025-01-08 07:25:45,500) | root| INFO | => here in the widget number : 1
(2025-01-08 07:25:45,500) | root| INFO | => here in the widget number : 0
(2025-01-08 07:25:45,500) | root| INFO | => here in the widget number : 1
(2025-01-08 07:25:45,502) | root| INFO | => here in the widget number : 0
(2025-01-08 07:25:45,502) | root| INFO | => here in the widget number : 1
(2025-01-08 07:25:45,503) | root| INFO | => here in the widget number : 0
(2025-01-08 07:25:45,504) | root| INFO | => here in the widget number : 1
(2025-01-08 07:25:45,504) | root| INFO | => here in the widget number : 0
(2025-01-08 07:25:45,506) | root| INFO | => here in the widget number : 1
(2025-01-08 07:25:45,506) | root| INFO | => here in the widget number : 0
(2025-01-08 07:25:45,506) | root| INFO | => here in the widget number : 1
(2025-01-08 07:25:45,508) | root| INFO | => here in the widget number : 0
(2025-01-08 07:25:45,508) | root| INFO | => here in the widget number : 1
(2025-01-08 07:25:45,509) | root| INFO | => here in the widget number : 0
(2025-01-08 07:25:45,509) | root| INFO | => here in the widget number : 1
(2025-01-08 07:25:45,511) | root| INFO | => here in the widget number : 0
(2025-01-08 07:25:45,511) | root| INFO | => here in the widget number : 1
(2025-01-08 07:25:45,513) | root| INFO | => here in the widget number : 0
(2025-01-08 07:25:45,513) | root| INFO | => here in the widget number : 1
(2025-01-08 07:25:45,513) | root| INFO | => here in the widget number : 0
(2025-01-08 07:25:45,514) | root| INFO | => here in the widget number : 1
(2025-01-08 07:25:45,515) | root| INFO | => here in the widget number : 0
(2025-01-08 07:25:45,515) | root| INFO | => here in the widget number : 1
(2025-01-08 07:25:45,515) | root| INFO | => here in the widget number : 0
(2025-01-08 07:25:45,515) | root| INFO | => here in the widget number : 1
(2025-01-08 07:25:45,517) | root| INFO | => here in the widget number : 0
(2025-01-08 07:25:45,517) | root| INFO | => here in the widget number : 1
(2025-01-08 07:25:45,518) | root| INFO | => here in the widget number : 0
(2025-01-08 07:25:45,518) | root| INFO | => here in the widget number : 1
(2025-01-08 07:25:45,520) | root| INFO | => here in the widget number : 0
(2025-01-08 07:25:45,520) | root| INFO | => here in the widget number : 1
(2025-01-08 07:25:45,522) | root| INFO | => here in the widget number : 0
(2025-01-08 07:25:45,522) | root| INFO | => here in the widget number : 1
(2025-01-08 07:25:45,523) | root| INFO | => here in the widget number : 0
(2025-01-08 07:25:45,523) | root| INFO | => here in the widget number : 1
(2025-01-08 07:25:45,524) | root| INFO | => here in the widget number : 0
(2025-01-08 07:25:45,525) | root| INFO | => here in the widget number : 1
(2025-01-08 07:25:45,526) | root| INFO | => here in the widget number : 0
(2025-01-08 07:25:45,526) | root| INFO | => here in the widget number : 1
(2025-01-08 07:25:45,527) | root| INFO | => here in the widget number : 0
(2025-01-08 07:25:45,527) | root| INFO | => here in the widget number : 1
(2025-01-08 07:25:45,528) | root| INFO | => here in the widget number : 0
(2025-01-08 07:25:45,528) | root| INFO | => here in the widget number : 1
(2025-01-08 07:25:45,529) | root| INFO | => here in the widget number : 0
(2025-01-08 07:25:45,530) | root| INFO | => here in the widget number : 1
(2025-01-08 07:25:45,531) | root| INFO | => here in the widget number : 0
(2025-01-08 07:25:45,531) | root| INFO | => here in the widget number : 1
(2025-01-08 07:25:45,532) | root| INFO | => here in the widget number : 0
(2025-01-08 07:25:45,532) | root| INFO | => here in the widget number : 1
(2025-01-08 07:25:45,535) | root| INFO | => here in the widget number : 0
(2025-01-08 07:25:45,535) | root| INFO | => here in the widget number : 1
(2025-01-08 07:25:45,535) | root| INFO | => here in the widget number : 0
(2025-01-08 07:25:45,535) | root| INFO | => here in the widget number : 1
(2025-01-08 07:25:45,537) | root| INFO | => here in the widget number : 0
(2025-01-08 07:25:45,537) | root| INFO | => here in the widget number : 1
(2025-01-08 07:25:45,538) | root| INFO | => here in the widget number : 0
(2025-01-08 07:25:45,538) | root| INFO | => here in the widget number : 1
(2025-01-08 07:25:45,544) | root| INFO | => here in the widget number : 0
(2025-01-08 07:25:45,544) | root| INFO | => here in the widget number : 1
(2025-01-08 07:25:45,545) | root| INFO | => here in the widget number : 0
(2025-01-08 07:25:45,546) | root| INFO | => here in the widget number : 1
(2025-01-08 07:25:45,546) | root| INFO | => here in the widget number : 0
(2025-01-08 07:25:45,547) | root| INFO | => here in the widget number : 1
(2025-01-08 07:25:45,548) | root| INFO | => here in the widget number : 0
(2025-01-08 07:25:45,548) | root| INFO | => here in the widget number : 1
(2025-01-08 07:25:45,548) | root| INFO | => here in the widget number : 0
(2025-01-08 07:25:45,549) | root| INFO | => here in the widget number : 1
(2025-01-08 07:25:45,549) | root| INFO | => here in the widget number : 0
(2025-01-08 07:25:45,549) | root| INFO | => here in the widget number : 1
(2025-01-08 07:25:45,550) | root| INFO | => here in the widget number : 0
(2025-01-08 07:25:45,551) | root| INFO | => here in the widget number : 1
(2025-01-08 07:25:45,552) | root| INFO | => here in the widget number : 0
(2025-01-08 07:25:45,552) | root| INFO | => here in the widget number : 1
(2025-01-08 07:25:45,555) | root| INFO | => here in the widget number : 0
(2025-01-08 07:25:45,556) | root| INFO | => here in the widget number : 1
(2025-01-08 07:25:45,557) | root| INFO | => here in the widget number : 0
(2025-01-08 07:25:45,557) | root| INFO | => here in the widget number : 1
(2025-01-08 07:25:45,558) | root| INFO | => here in the widget number : 0
(2025-01-08 07:25:45,558) | root| INFO | => here in the widget number : 1
(2025-01-08 07:25:45,559) | root| INFO | => here in the widget number : 0
(2025-01-08 07:25:45,559) | root| INFO | => here in the widget number : 1
(2025-01-08 07:25:45,560) | root| INFO | => here in the widget number : 0
(2025-01-08 07:25:45,560) | root| INFO | => here in the widget number : 1
(2025-01-08 07:25:45,561) | root| INFO | => here in the widget number : 0
(2025-01-08 07:25:45,561) | root| INFO | => here in the widget number : 1
(2025-01-08 07:25:45,564) | root| INFO | => here in the widget number : 0
(2025-01-08 07:25:45,564) | root| INFO | => here in the widget number : 1
(2025-01-08 07:25:45,568) | root| INFO | => here in the widget number : 0
(2025-01-08 07:25:45,568) | root| INFO | => here in the widget number : 1
(2025-01-08 07:25:45,569) | root| INFO | => here in the widget number : 0
(2025-01-08 07:25:45,569) | root| INFO | => here in the widget number : 1
(2025-01-08 07:25:45,571) | root| INFO | => here in the widget number : 0
(2025-01-08 07:25:45,571) | root| INFO | => here in the widget number : 1
(2025-01-08 07:25:45,572) | root| INFO | => here in the widget number : 0
(2025-01-08 07:25:45,572) | root| INFO | => here in the widget number : 1
(2025-01-08 07:25:45,573) | root| INFO | => here in the widget number : 0
(2025-01-08 07:25:45,573) | root| INFO | => here in the widget number : 1
(2025-01-08 07:25:45,578) | root| INFO | => here in the widget number : 0
(2025-01-08 07:25:45,578) | root| INFO | => here in the widget number : 1
(2025-01-08 07:25:45,579) | root| INFO | => here in the widget number : 0
(2025-01-08 07:25:45,579) | root| INFO | => here in the widget number : 1
(2025-01-08 07:25:45,580) | root| INFO | => here in the widget number : 0
(2025-01-08 07:25:45,580) | root| INFO | => here in the widget number : 1
(2025-01-08 07:25:45,581) | root| INFO | => here in the widget number : 0
(2025-01-08 07:25:45,581) | root| INFO | => here in the widget number : 1
(2025-01-08 07:25:45,582) | root| INFO | => here in the widget number : 0
(2025-01-08 07:25:45,582) | root| INFO | => here in the widget number : 1
(2025-01-08 07:25:45,583) | root| INFO | => here in the widget number : 0
(2025-01-08 07:25:45,583) | root| INFO | => here in the widget number : 1
(2025-01-08 07:25:45,585) | root| INFO | => here in the widget number : 0
(2025-01-08 07:25:45,585) | root| INFO | => here in the widget number : 1
(2025-01-08 07:25:45,586) | root| INFO | => here in the widget number : 0
(2025-01-08 07:25:45,586) | root| INFO | => here in the widget number : 1
(2025-01-08 07:25:45,587) | root| INFO | => here in the widget number : 0
(2025-01-08 07:25:45,587) | root| INFO | => here in the widget number : 1
(2025-01-08 07:25:45,588) | root| INFO | => here in the widget number : 0
(2025-01-08 07:25:45,588) | root| INFO | => here in the widget number : 1
(2025-01-08 07:25:45,589) | root| INFO | => here in the widget number : 0
(2025-01-08 07:25:45,589) | root| INFO | => here in the widget number : 1
(2025-01-08 07:25:45,590) | root| INFO | => here in the widget number : 0
(2025-01-08 07:25:45,590) | root| INFO | => here in the widget number : 1
(2025-01-08 07:25:45,591) | root| INFO | => here in the widget number : 0
(2025-01-08 07:25:45,591) | root| INFO | => here in the widget number : 1
(2025-01-08 07:25:45,592) | root| INFO | => here in the widget number : 0
(2025-01-08 07:25:45,592) | root| INFO | => here in the widget number : 1
(2025-01-08 07:25:45,593) | root| INFO | => here in the widget number : 0
(2025-01-08 07:25:45,593) | root| INFO | => here in the widget number : 1
(2025-01-08 07:25:45,594) | root| INFO | => here in the widget number : 0
(2025-01-08 07:25:45,594) | root| INFO | => here in the widget number : 1
(2025-01-08 07:25:45,596) | root| INFO | => here in the widget number : 0
(2025-01-08 07:25:45,596) | root| INFO | => here in the widget number : 1
(2025-01-08 07:25:45,598) | root| INFO | => here in the widget number : 0
(2025-01-08 07:25:45,598) | root| INFO | => here in the widget number : 1
(2025-01-08 07:25:45,600) | root| INFO | => here in the widget number : 0
(2025-01-08 07:25:45,600) | root| INFO | => here in the widget number : 1
(2025-01-08 07:25:45,601) | root| INFO | => here in the widget number : 0
(2025-01-08 07:25:45,601) | root| INFO | => here in the widget number : 1
(2025-01-08 07:25:45,602) | root| INFO | => here in the widget number : 0
(2025-01-08 07:25:45,602) | root| INFO | => here in the widget number : 1
(2025-01-08 07:25:45,603) | root| INFO | => here in the widget number : 0
(2025-01-08 07:25:45,603) | root| INFO | => here in the widget number : 1
(2025-01-08 07:25:45,606) | root| INFO | => here in the widget number : 0
(2025-01-08 07:25:45,606) | root| INFO | => here in the widget number : 1
(2025-01-08 07:25:45,606) | root| INFO | => here in the widget number : 0
(2025-01-08 07:25:45,606) | root| INFO | => here in the widget number : 1
(2025-01-08 07:25:45,609) | root| INFO | => here in the widget number : 0
(2025-01-08 07:25:45,609) | root| INFO | => here in the widget number : 1
(2025-01-08 07:25:45,610) | root| INFO | => here in the widget number : 0
(2025-01-08 07:25:45,610) | root| INFO | => here in the widget number : 1
(2025-01-08 07:25:45,611) | root| INFO | => here in the widget number : 0
(2025-01-08 07:25:45,612) | root| INFO | => here in the widget number : 1
(2025-01-08 07:25:45,612) | root| INFO | => here in the widget number : 0
(2025-01-08 07:25:45,613) | root| INFO | => here in the widget number : 1
(2025-01-08 07:25:45,614) | root| INFO | => here in the widget number : 0
(2025-01-08 07:25:45,614) | root| INFO | => here in the widget number : 1
(2025-01-08 07:25:45,620) | root| INFO | => here in the widget number : 0
(2025-01-08 07:25:45,620) | root| INFO | => here in the widget number : 1
(2025-01-08 07:25:45,621) | root| INFO | => here in the widget number : 0
(2025-01-08 07:25:45,621) | root| INFO | => here in the widget number : 1
(2025-01-08 07:25:45,622) | root| INFO | => here in the widget number : 0
(2025-01-08 07:25:45,622) | root| INFO | => here in the widget number : 1
(2025-01-08 07:25:45,623) | root| INFO | => here in the widget number : 0
(2025-01-08 07:25:45,623) | root| INFO | => here in the widget number : 1
(2025-01-08 07:25:45,624) | root| INFO | => here in the widget number : 0
